Company;Polarity;Subjectivity;Positive;Negative;Neutral;Sentiment Score;Datapoints;Date;Social Pillar Score;Sector
PUMG.DE;0.09555396;0.249746657;20;0;14;0.54777698;34;31/12/2021;84.15311224;Textiles & Apparel
9904.TW;0.058997209;0.229098884;1;0;1;0.529498604;2;31/12/2022;76.75710062;Textiles & Apparel
HRMS.PA;0.107092762;0.349896242;16;0;5;0.553546381;21;31/12/2021;63.96671;Textiles & Apparel
UHR.S;0.029110924;0.292164658;1;0;4;0.514555462;5;31/12/2022;70.22699023;Textiles & Apparel
RL.N;0.065604578;0.308089258;3;1;1;0.532802289;5;01/04/2023;89.88422865;Textiles & Apparel
SHOO.OQ;0.012950584;0.13016934;0;0;5;0.506475292;5;31/12/2022;45.42847508;Textiles & Apparel
DECK.N;0.044146598;0.103116505;2;0;6;0.522073299;8;31/03/2023;69.90130472;Textiles & Apparel
TRIE.NS;0.001818122;0.062854497;0;0;4;0.500909061;4;31/03/2023;31.7794199;Textiles & Apparel
VART.NS;0;0;0;0;9;0.5;9;;;Textiles & Apparel
SWAN.NS;0.044431386;0.149235737;4;0;6;0.522215693;10;31/03/2023;30.20177292;Textiles & Apparel
TITN.NS;0.098101753;0.408491669;3;0;2;0.549050876;5;31/03/2023;59.47798791;Textiles & Apparel
SASA.IS;0;0;0;0;10;0.5;10;31/12/2022;80.97850545;Textiles & Apparel
ALOK.NS;-0.011248697;0.061542663;0;1;7;0.494375651;8;31/03/2023;32.81499839;Textiles & Apparel
ADSGn.DE;-0.009153975;0.38766906;85;100;244;0.495423013;429;31/12/2022;93.3255389;Textiles & Apparel
GIL.TO;0.077715284;0.336428173;34;0;41;0.538857642;75;01/01/2023;88.62605117;Textiles & Apparel
COLM.OQ;0.123820293;0.317486139;3;0;1;0.561910147;4;31/12/2022;44.73379315;Textiles & Apparel
TOD.MI;0.041528992;0.166335956;2;0;2;0.520764496;4;31/12/2022;76.21521868;Textiles & Apparel
2331.HK;0;0;0;0;4;0.5;4;31/12/2022;37.95591012;Textiles & Apparel
CROX.OQ;0.089201364;0.398044493;2;0;3;0.544600682;5;31/12/2022;76.15647457;Textiles & Apparel
UAA.N;0.031741647;0.215218352;6;1;14;0.515870823;21;31/03/2023;37.02057943;Textiles & Apparel
2313.HK;0;0;0;0;1;0.5;1;31/12/2022;46.5606089;Textiles & Apparel
HBI.N;0.137940078;0.439915575;11;0;0;0.568970039;11;31/12/2022;62.34878773;Textiles & Apparel
KPRM.NS;0;0;0;0;2;0.5;2;31/03/2023;37.04025804;Textiles & Apparel
LULU.OQ;0.054758426;0.348811021;11;1;8;0.527379213;20;29/01/2023;41.63539833;Textiles & Apparel
2020.HK;0.078738895;0.207641997;4;0;3;0.539369447;7;31/12/2022;65.19704482;Textiles & Apparel
1368.HK;0;0;0;0;1;0.5;1;31/12/2022;43.57293654;Textiles & Apparel
MONC.MI;0.092412466;0.309866503;5;0;1;0.546206233;6;31/12/2022;90.74188605;Textiles & Apparel
1913.HK;0.093202083;0.26852156;6;0;6;0.546601042;12;31/12/2022;62.07927538;Textiles & Apparel
PNDORA.CO;0.124756299;0.404959342;3;0;1;0.56237815;4;31/12/2021;76.45817528;Textiles & Apparel
1929.HK;0;0;0;0;1;0.5;1;31/03/2023;83.4961688;Textiles & Apparel
SFER.MI;0.01484375;0.097529987;2;0;6;0.507421875;8;31/12/2022;64.17456865;Textiles & Apparel
1910.HK;0.026810551;0.211288156;1;0;1;0.513405275;2;31/12/2022;40.81924218;Textiles & Apparel
LEVI.N;0.048155198;0.213201217;8;2;17;0.524077599;27;;;Textiles & Apparel
BCU.MI;0.058057984;0.174338578;1;0;1;0.529028992;2;31/12/2022;45.66467015;Textiles & Apparel
GOOS.TO;0.125112525;0.307014025;11;0;7;0.562556263;18;02/04/2023;50.13818683;Textiles & Apparel
KTB.N;0.156086523;0.35819972;4;0;0;0.578043261;4;;;Textiles & Apparel
DOCS.L;0.100992258;0.31350516;8;0;3;0.550496129;11;;;Textiles & Apparel
ZGN.N;0.056515152;0.216786616;1;0;4;0.528257576;5;31/12/2022;49.23919917;Textiles & Apparel
003490.KS;0.077709883;0.377013935;21;2;6;0.538854942;29;31/12/2022;72.93555501;Transportation
0066.HK;0.026440061;0.333525139;2;0;3;0.513220031;5;31/12/2022;78.54823164;Transportation
011200.KS;-0.041229604;0.430944056;0;0;1;0.479385198;1;;;Transportation
0144.HK;0.041666667;0.25;1;0;5;0.520833333;6;31/12/2022;47.54338622;Transportation
0293.HK;0.03563922;0.329112315;5;1;5;0.51781961;11;31/12/2022;66.15323042;Transportation
0576.HK;0;0.25;0;0;2;0.5;2;31/12/2022;36.20325224;Transportation
0694.HK;0.071955782;0.272368197;1;0;0;0.535977891;1;31/12/2022;58.05871359;Transportation
1199.HK;0.002166667;0.061538462;0;0;5;0.501083333;5;31/12/2022;58.78001284;Transportation
2343.HK;0;0;0;0;1;0.5;1;31/12/2021;55.39845081;Transportation
2603.TW;0.121501724;0.382891548;2;0;1;0.560750862;3;31/12/2022;87.9008333;Transportation
2606.TW;0.030406853;0.336661321;1;0;2;0.515203427;3;31/12/2022;62.67766141;Transportation
2607.TW;0;0;0;0;2;0.5;2;31/12/2022;66.44045957;Transportation
2609.TW;0.001683437;0.307939978;0;0;3;0.500841719;3;31/12/2022;87.26319933;Transportation
2618.TW;0.048285714;0.350095238;0;0;1;0.524142857;1;31/12/2022;79.44300144;Transportation
2633.TW;0.1526774;0.308461678;2;0;1;0.5763387;3;31/12/2022;87.87590188;Transportation
4666.T;0.101691919;0.168263889;1;0;1;0.55084596;2;;;Transportation
600009.SS;0.057649806;0.213009797;1;0;0;0.528824903;1;31/12/2022;10.96126096;Transportation
600012.SS;0;0.166666667;0;0;3;0.5;3;31/12/2022;37.36355357;Transportation
600029.SS;0.02890245;0.087726805;2;0;4;0.514451225;6;31/12/2022;49.38696942;Transportation
600115.SS;0.008986415;0.081138839;1;0;11;0.504493208;12;31/12/2022;55.74467042;Transportation
600221.SS;0.042681624;0.278472222;0;0;1;0.521340812;1;31/12/2022;23.61136976;Transportation
600233.SS;0.269717813;0.542694004;3;0;0;0.634858907;3;31/12/2022;26.99091032;Transportation
600377.SS;0.04047619;0.088095238;1;0;1;0.520238095;2;31/12/2022;33.85819501;Transportation
9005.T;0.071489561;0.471137529;2;0;1;0.53574478;3;;;Transportation
9007.T;0;0;0;0;1;0.5;1;31/03/2023;15.11489684;Transportation
9009.T;0;0;0;0;2;0.5;2;;;Transportation
9020.T;0.00462963;0.119753086;0;0;3;0.502314815;3;31/03/2023;46.54077699;Transportation
9021.T;0;0;0;0;2;0.5;2;;;Transportation
9022.T;0.095227049;0.365427382;2;0;0;0.547613525;2;31/03/2023;37.2404263;Transportation
9042.T;0.109722222;0.423232323;1;0;0;0.554861111;1;31/03/2023;52.18558635;Transportation
9044.T;0;0;0;0;4;0.5;4;;;Transportation
9064.T;0;0;0;0;3;0.5;3;31/03/2023;59.9837896;Transportation
9069.T;0;0;0;0;3;0.5;3;31/03/2023;62.30606884;Transportation
9075.T;0.032568681;0.25003663;1;0;1;0.516284341;2;31/03/2023;21.44490644;Transportation
9101.T;0.059860555;0.20369978;3;0;5;0.529930278;8;31/03/2023;77.81384935;Transportation
9104.T;0.005681818;0.053030303;1;0;10;0.502840909;11;31/03/2023;84.42245904;Transportation
9107.T;0.019451101;0.108837607;1;0;2;0.50972555;3;;;Transportation
9147.T;0.201470588;0.380882353;1;0;0;0.600735294;1;31/12/2021;57.63531992;Transportation
9201.T;0.02552189;0.358258153;1;0;3;0.512760945;4;31/03/2023;62.71643046;Transportation
9202.T;0.071404276;0.358163265;1;0;0;0.535702138;1;;;Transportation
9301.T;0;0;0;0;4;0.5;4;;;Transportation
AFLT.MM;-0.008445383;0.267593153;2;3;9;0.495777309;14;;;Transportation
AGLT.KW;-9.16E-05;0.002757428;0;0;126;0.499954212;126;31/12/2022;57.0013624;Transportation
AIA.NZ;0.048311292;0.175696226;2;0;4;0.524155646;6;;;Transportation
AIR.NZ;0;0;0;0;8;0.5;8;30/06/2023;58.39991139;Transportation
AIRF.PA;0.059160815;0.358902834;27;6;23;0.529580408;56;31/12/2022;83.81001389;Transportation
ALK.N;0.089809726;0.367451991;25;0;9;0.544904863;34;31/12/2022;46.41874268;Transportation
ARCB.OQ;0.061425334;0.419922318;11;2;4;0.530712667;17;31/12/2021;63.16007729;Transportation
ASURB.MX;0.122080562;0.344105691;1;0;0;0.561040281;1;31/12/2022;58.03518963;Transportation
BLDT.NS;0.109349017;0.258815193;1;0;1;0.554674509;2;31/03/2023;55.08471085;Transportation
BTS.BK;0.01340255;0.17767287;2;1;9;0.506701275;12;31/03/2023;92.02746345;Transportation
CAR.OQ;0.037739302;0.251310609;4;0;11;0.518869651;15;31/12/2022;58.22761306;Transportation
CCRI.NS;0;0;0;0;1;0.5;1;31/03/2023;72.72967158;Transportation
CHRW.OQ;0.096212745;0.370452345;8;0;3;0.548106372;11;31/12/2021;50.2002642;Transportation
CMDG.SI;0.023225073;0.114225155;2;0;9;0.511612536;11;31/12/2022;45.27632116;Transportation
CNR.TO;0.087472654;0.259220829;25;1;18;0.543736327;44;31/12/2022;91.00488974;Transportation
CP.TO;0.058590699;0.337838604;12;1;14;0.529295349;27;31/12/2022;94.06236087;Transportation
CSX.OQ;-0.013440017;0.46859041;23;13;14;0.493279991;50;31/12/2022;66.16926631;Transportation
DFDS.CO;0.099540816;0.246169382;2;0;1;0.549770408;3;31/12/2022;58.95809807;Transportation
DHLn.DE;0.047476096;0.397397541;18;6;9;0.523738048;33;31/12/2021;91.7192165;Transportation
DNORD.CO;0.070154882;0.245304413;6;0;4;0.535077441;10;31/12/2022;61.54933399;Transportation
DSV.CO;0.153102653;0.39423817;4;0;0;0.576551326;4;31/12/2022;78.54479202;Transportation
DSV.CO;0.153102653;0.39423817;4;0;0;0.576551326;4;31/12/2023;74.40697556;Transportation
EIF.TO;0;0;0;0;5;0.5;5;31/12/2022;39.55016472;Transportation
EXPD.N;0;0;0;0;2;0.5;2;31/12/2022;52.71723408;Transportation
EZJ.L;0.077187539;0.357677432;37;0;20;0.53859377;57;;;Transportation
FDX.N;0.080443741;0.409228041;66;6;55;0.54022187;127;;;Transportation
FGP.L;0.040872762;0.243778712;4;1;11;0.520436381;16;25/03/2023;42.85890254;Transportation
FHZN.S;0.111099094;0.352241449;5;1;4;0.555549547;10;31/12/2021;26.37079156;Transportation
FRAG.DE;0.072507123;0.222364672;1;0;2;0.536253561;3;31/12/2022;88.20695774;Transportation
GOGL.OQ;0.193581812;0.451635211;3;0;0;0.596790906;3;31/12/2022;30.19474874;Transportation
HUBG.OQ;0.042016922;0.334297828;1;0;2;0.521008461;3;31/12/2022;44.01736153;Transportation
ICT.PS;0.1825;0.394868421;1;0;0;0.59125;1;31/12/2021;59.07040848;Transportation
JBHT.OQ;0.162748698;0.346481915;4;1;1;0.581374349;6;31/12/2022;84.81848355;Transportation
JBLU.OQ;0.082535695;0.399784085;82;1;41;0.541267847;124;31/12/2022;54.90391789;Transportation
JET2.L;0.064808993;0.358176776;5;2;2;0.532404496;9;31/03/2023;32.07292534;Transportation
KBHL.CO;0.005681818;0.048863636;0;0;5;0.502840909;5;31/12/2022;26.72792012;Transportation
KEX.N;0;0;0;0;7;0.5;7;31/12/2022;62.27750167;Transportation
KNIN.S;0;0;0;0;2;0.5;2;31/12/2022;72.39553179;Transportation
LHAG.DE;0.069576012;0.337429342;52;2;34;0.534788006;88;31/12/2022;87.38092515;Transportation
LSTR.OQ;0.126775098;0.415177194;5;0;1;0.563387549;6;31/12/2022;51.88848189;Transportation
LTM.SN;0.069816317;0.492327652;3;0;3;0.534908158;6;31/12/2022;79.51063193;Transportation
LUV.N;0.012715468;0.424822976;165;142;293;0.506357734;600;31/12/2021;73.53335927;Transportation
MAERSKb.CO;0.033451911;0.366017995;5;2;12;0.516725955;19;31/12/2021;54.63758885;Transportation
MAHB.KL;0.077944792;0.269273422;2;0;1;0.538972396;3;31/12/2022;68.49211962;Transportation
MATX.N;0.005537809;0.181181923;0;0;2;0.502768904;2;31/12/2022;55.99647266;Transportation
MFT.NZ;0.009361624;0.036739223;2;0;20;0.504680812;22;31/03/2023;33.05959806;Transportation
MISC.KL;0;0;0;0;5;0.5;5;31/12/2022;84.81846109;Transportation
NAS.OL;0.028132335;0.326502232;6;2;9;0.514066168;17;31/12/2022;29.76040731;Transportation
ODFL.OQ;0;0;0;0;1;0.5;1;31/12/2022;39.1041214;Transportation
POT.NZ;0;0;0;0;1;0.5;1;30/06/2023;41.18017089;Transportation
QAN.AX;0.073837756;0.35854289;120;4;55;0.536918878;179;30/06/2023;70.1018752;Transportation
R.N;0.127104778;0.365973252;18;0;2;0.563552389;20;31/12/2022;74.53425205;Transportation
REDD.L;0;0;0;0;2;0.5;2;30/04/2023;45.00760847;Transportation
RENT3.SA;0.10669967;0.349184753;3;0;1;0.553349835;4;31/12/2022;59.76645158;Transportation
RYA.I;0.061122718;0.352254762;42;2;36;0.530561359;80;31/03/2023;55.13183119;Transportation
SAIA.OQ;0.085185969;0.245063497;2;0;4;0.542592984;6;31/12/2022;36.06384747;Transportation
SATS.SI;0.006854003;0.043888044;4;0;54;0.503427001;58;31/03/2023;54.08217898;Transportation
SCI.NS;0;0;0;0;12;0.5;12;31/03/2023;61.98951776;Transportation
SIAE.SI;0.029040404;0.304292929;0;0;1;0.514520202;1;31/03/2023;60.60522728;Transportation
SIAL.SI;0.071955116;0.410835413;8;1;8;0.535977558;17;31/03/2023;67.09017021;Transportation
SIXG.DE;0;0;0;0;2;0.5;2;31/12/2022;57.52277492;Transportation
SKYW.OQ;0.13836975;0.346344944;5;0;0;0.569184875;5;31/12/2022;17.12853603;Transportation
SNI.OL;0.07681466;0.234891397;3;1;3;0.53840733;7;;;Transportation
SP.OQ;0.094154865;0.35455102;26;0;7;0.547077432;33;31/12/2022;44.73652248;Transportation
TCL.AX;0.012858028;0.258614902;6;2;31;0.506429014;39;30/06/2023;66.23064196;Transportation
TFII.TO;0.01728417;0.139804293;1;0;7;0.508642085;8;31/12/2022;12.87953743;Transportation
THYAO.IS;0.082544694;0.409915007;5;0;2;0.541272347;7;31/12/2022;93.90035122;Transportation
UHAL.N;-0.026113492;0.33164908;20;21;10;0.486943254;51;31/03/2023;14.86139986;Transportation
UNP.N;0.074165343;0.407785595;51;11;26;0.537082671;88;31/12/2022;94.11662759;Transportation
UPS.N;0.102992715;0.403284638;103;8;44;0.551496358;155;31/12/2021;61.04075805;Transportation
VIEV.VI;0.033119572;0.060579549;1;0;5;0.516559786;6;31/12/2022;41.65343444;Transportation
WERN.OQ;0.281058861;0.500764684;11;0;0;0.64052943;11;31/12/2022;28.62433862;Transportation
WTE.TO;0.068181818;0.227272727;1;0;0;0.534090909;1;31/12/2022;13.23676324;Transportation
WWI.OL;0.103345521;0.421349005;3;0;3;0.551672761;6;31/12/2022;49.33760206;Transportation
XPO.N;0.146496937;0.37600387;30;0;6;0.573248469;36;;;Transportation
